# snapshot_date: 2026-07-15
uid,code,name,latitude,longitude,basin,altitude,coord_x,coord_y,latitude_n,longitude_w,entidade,district,municipality,parish,rio,area_drenada_km2,distancia_foz_km,entrada_funcionamento,data_fecho,objectivo,status
9576525622,19K/05,CANICEIRA,39.032063,-7.793873,TEJO,146.0,,,39.032063,-7.793873,ARH-TEJO,-,-,-,,-,-,25-03-2025,-,-,ATIVA
9343898228,15M/05,CANINHAS,39.675521,-7.34082,TEJO,193.0,,,39.675521,-7.34082,ARH-TEJO,CASTELO BRANCO,CASTELO BRANCO,MALPICA DO TEJO,,-,-,24-05-2018,-,-,ATIVA
60048,05G/02,CANIÇOS,41.36333,-8.43471,AVE,54.0,,,41.36333,-8.43471,ARH-NORTE,PORTO,SANTO TIRSO,REBORDÕES,RIO AVE,815.78,36.92,26-10-1988,12-01-2000,Fluxo,DESATIVADA
60258,04I/01,CANTELÃES,41.639937,-8.128483,AVE,393.0,,,41.639937,-8.128483,ARH-NORTE,BRAGA,VIEIRA DO MINHO,CANTELÃES,RIBEIRA DE CANTELAES,15.8,90.99,15-11-1993,-,CAPTAÇÃO / EXTRACÇÃO,ATIVA
6794320304,21G/50,CANTINA,38.769119,-8.366095,TEJO,79.0,,,38.769119,-8.366095,ARH-TEJO,-,-,-,RIBEIRA DE LAVRE,-,-,11-02-2011,-,DQA_ECOL_OPER,ATIVA
6786946896,09N/50,CANTO DO LOBO,40.8377,-7.1954,DOURO,410.0,,,40.8377,-7.1954,ARH-NORTE,GUARDA,MÊDA,CORISCADA,RIBEIRA DOS COTIMOS,-,-,29-04-2010,-,DQA_ECOL_OPER,ATIVA
2422911182,21A/03,CAPA ROTA,38.760742,-9.364559,RIBEIRAS DO OESTE,149.0,,,38.760742,-9.364559,ARH-TEJO,-,-,-,RIBEIRA DE CAPARIDE,-,-,11-11-1985,21-02-1990,DGA,DESATIVADA
9198880560,11H/01,CAPAROSA,40.367874,-8.246657,MONDEGO,93.0,,,40.367874,-8.246657,ARH-CENTRO,VISEU,MORTÁGUA,MARMELEIRA,,-,-,23-05-2019,-,-,ATIVA
6793890566,13L/55,CAPEDE,39.921288,-7.516977,TEJO,327.0,,,39.921288,-7.516977,ARH-TEJO,-,-,-,,-,-,22-02-2011,-,DQA_ECOL_OPER,ATIVA
13230934886,02F/12,CAPELA DE SÃO GONÇALO,41.9129,-8.5272,MINHO,383.0,,,41.9129,-8.5272,ARH-NORTE,VIANA DO CASTELO,PAREDES DE COURA,PARADA,RIBEIRA DE REIRIZ,-,-,09-06-2024,-,DQA,ATIVA
11654155702,08G/03,CAPTAÇÃO BURGÃES - CAPT. 31,40.83466,-8.38315,VOUGA/RIBEIRAS COSTEIRAS,209.0,,,40.83466,-8.38315,ARH-CENTRO,AVEIRO,VALE DE CAMBRA,SÃO PEDRO DE CASTELÕES,RIO CAIMA,56.31,75.16,15-01-1997,-,CAPTAÇÃO-75-440 / EXTRACÇÃO / NITRATOS / DQA_QUIM_VIG,ATIVA
60259,08L/04,CAPTAÇÃO RIBEIRA,40.98622,-7.62895,DOURO,663.0,,,40.98622,-7.62895,ARH-NORTE,VISEU,MOIMENTA DA BEIRA,LEOMIL,RIBEIRA DE NOZEDO,8.03,141.41,31-01-1994,27-01-2000,CAPTAÇÃO / EXTRACÇÃO,DESATIVADA
6788285650,30K/51,CARCAVAIA,37.194958,-7.716169,RIBEIRAS DO ALGARVE,78.0,,,37.194958,-7.716169,ARH-ALGARVE,FARO,TAVIRA,TAVIRA (SANTA MARIA),RIBEIRA DE ALPORTEL,-,-,15-04-2009,-,DQA_ECOL_VIG,ATIVA
9198880274,03E/09,CARDIELOS,41.707695,-8.732149,LIMA,3.0,,,41.707695,-8.732149,ARH-NORTE,VIANA DO CASTELO,VIANA DO CASTELO,UNIÃO DAS FREGUESIAS DE CARDIELOS E SERRELEIS,,-,-,14-05-2018,-,-,ATIVA
2840422008,12M/51,CARIA,40.287661,-7.375461,TEJO,433.0,,,40.287661,-7.375461,ARH-TEJO,CASTELO BRANCO,BELMONTE,CARIA,RIBEIRA DAS INGUIAS OU DE CARIA,-,-,09-09-2009,-,DQA_ECOL_VIG,ATIVA
9203856246,02O/04,CAROCEIRAS,41.84886,-7.08848,DOURO,549.0,,,41.84886,-7.08848,ARH-NORTE,BRAGANÇA,VINHAIS,UNIÃO DAS FREGUESIAS DE SOBREIRO DE BAIXO E ALVAREDOS,,-,-,01-05-2017,-,-,ATIVA
9203856252,02Q/03,CARRAGOSA,41.9084,-6.7756,DOURO,767.0,,,41.9084,-6.7756,ARH-NORTE,BRAGANÇA,BRAGANÇA,CARRAGOSA,,-,-,01-05-2017,-,-,ATIVA
3109825832,30D/50,CARRAPATEIRA,37.16823,-8.850969,RIBEIRAS DO ALGARVE,25.0,,,37.16823,-8.850969,ARH-ALGARVE,FARO,ALJEZUR,BORDEIRA,RIBEIRA DA CARRAPATEIRA OU DO PARAISO OU DO BARRANCO DA CATARINA DIAS OU DO BARRANCO DO CORTE PERA JAQUES,-,-,13-04-2009,-,DQA_ECOL_VIG,ATIVA
9343898436,20H/06,CARREGAIS DE BAIXO,38.868659,-8.326204,TEJO,67.0,,,38.868659,-8.326204,ARH-TEJO,SANTARÉM,CORUCHE,SANTANA DO MATO,,-,-,07-11-2016,-,-,ATIVA
2840538922,16I/51,CARREGUEIRA,39.55175,-8.02038,TEJO,192.0,,,39.55175,-8.02038,ARH-TEJO,SANTARÉM,MAÇÃO,PENHASCOSO,RIBEIRA DA CARREGUEIRA OU DAS BOAS EIRAS,-,-,16-09-2009,-,DQA_ECOL_VIG,ATIVA
6797622988,14D/52,CARREIRA,39.869471,-8.85496,LIS/RIBEIRAS COSTEIRAS,9.0,,,39.869471,-8.85496,ARH-CENTRO,LEIRIA,LEIRIA,CARREIRA,RIBEIRA DA CARREIRA,-,-,25-02-2013,-,DQA_ECOL_OPER,ATIVA
9343898070,12D/03,CARREIRA DE TIRO,40.233866,-8.848421,VOUGA/RIBEIRAS COSTEIRAS,43.0,,,40.233866,-8.848421,ARH-CENTRO,COIMBRA,FIGUEIRA DA FOZ,QUIAIOS,,-,-,06-02-2023,-,-,ATIVA
9343898084,12L/04,CARVALHAIS,40.177547,-7.591472,TEJO,384.0,,,40.177547,-7.591472,ARH-TEJO,CASTELO BRANCO,COVILHÃ,UNIÃO DAS FREGUESIAS DE BARCO E COUTADA,,-,-,19-05-2016,-,-,ATIVA
9505767240,09O/08,CARVALHAL,40.684083,-7.006943,DOURO,586.0,,,40.684083,-7.006943,ARH-NORTE,-,-,-,,-,-,06-05-2024,-,-,ATIVA
9198880284,01H/05,CARVALHIÇAS,42.11554,-8.26842,MINHO,94.0,,,42.11554,-8.26842,ARH-NORTE,VIANA DO CASTELO,MELGAÇO,UNIÃO DAS FREGUESIAS DE VILA E ROUSSAS,,-,-,07-06-2017,-,-,ATIVA
8258449344,29G/54,CARVALHO,37.355582,-8.440918,ARADE,115.0,,,37.355582,-8.440918,ARH-ALGARVE,FARO,MONCHIQUE,ALFERCE,RIBEIRO DO CARVALHO,-,-,02-06-2016,-,DQA_QUIM_VIG / DQA_ECOL_VIG,ATIVA
60049,09G/03,CARVOEIRO - CAPT. 79,40.675806,-8.442667,VOUGA/RIBEIRAS COSTEIRAS,15.0,,,40.675806,-8.442667,ARH-CENTRO,AVEIRO,ÁGUEDA,MACINHATA DO VOUGA,RIO VOUGA,1052.31,45.61,12-04-1989,-,CAPTAÇÃO-75-440 / EXTRACÇÃO / NITRATOS / DQA_QUIM_VIG,ATIVA
9343898314,17I/04,CASA BRANCA,39.465915,-8.00687,TEJO,45.0,,,39.465915,-8.00687,ARH-TEJO,SANTARÉM,ABRANTES,UNIÃO DAS FREGUESIAS DE ALVEGA E CONCAVADA,,-,-,15-11-2016,-,-,ATIVA
9198880258,03G/04,CASA DE RIBA DÃO,41.79883,-8.48422,LIMA,40.0,,,41.79883,-8.48422,ARH-NORTE,VIANA DO CASTELO,ARCOS DE VALDEVEZ,UNIÃO DAS FREGUESIAS DE JOLDA (MADALENA) E RIO CABRÃO,,-,-,06-06-2017,-,-,ATIVA
377464708,01H/03,CASAIS,42.152847,-8.200708,MINHO,49.0,,,42.152847,-8.200708,ARH-NORTE,VIANA DO CASTELO,MELGAÇO,CRISTOVAL,RIO MINHO,15163.62,78.48,21-01-2003,-,FLUXO-TFRONT-LE(PISC-SALM; CAPTAÇÃO) / DQA_QUIM_VIG / CADC,ATIVA
9198880596,12G/03,CASAIS 2,40.204361,-8.489729,MONDEGO,16.0,,,40.204361,-8.489729,ARH-CENTRO,COIMBRA,COIMBRA,UNIÃO DAS FREGUESIAS DE SÃO MARTINHO DO BISPO E RIBEIRA DE FRADES,,-,-,22-11-2022,-,-,ATIVA
3380557100,16G/52,CASAL ABOBOEIRAS,39.63357,-8.353971,TEJO,111.0,,,39.63357,-8.353971,ARH-TEJO,SANTARÉM,TOMAR,OLALHAS,RIO NABÃO,-,-,18-01-2010,-,DQA_ECOL_VIG,ATIVA
2840538932,20C/51,CASAL ANTAS,38.987646,-9.023393,TEJO,34.0,,,38.987646,-9.023393,ARH-TEJO,LISBOA,ARRUDA DOS VINHOS,ARRUDA DOS VINHOS,RIO GRANDE DA PIPA,-,-,06-10-2009,-,DQA_ECOL_VIG,ATIVA
2422951446,19E/01,CASAL ARCHELA,39.131948,-8.707152,TEJO,6.0,,,39.131948,-8.707152,ARH-TEJO,SANTARÉM,ALMEIRIM,BENFICA DO RIBATEJO,VALA DE ALPIARÇA OU DO PAÚL OU RIBEIRA DE ULME,-,-,15-10-1985,-,DGA,ATIVA
9200203626,16C/03,CASAL DA MOTA,39.56597,-9.06832,RIBEIRAS DO OESTE,6.0,,,39.56597,-9.06832,ARH-TEJO,LEIRIA,NAZARÉ,FAMALICÃO,,-,-,11-04-2018,-,-,ATIVA
9200203640,17A/01,CASAL DA PONTE,39.35118,-9.360547,RIBEIRAS DO OESTE,2.0,,,39.35118,-9.360547,ARH-TEJO,LEIRIA,PENICHE,ATOUGUIA DA BALEIA,,-,-,04-05-2016,-,-,ATIVA
9343898312,17I/03,CASAL DAS MANSAS,39.488581,-8.128304,TEJO,50.0,,,39.488581,-8.128304,ARH-TEJO,SANTARÉM,ABRANTES,UNIÃO DAS FREGUESIAS DE ABRANTES (SÃO VICENTE E SÃO JOÃO) E ALFERRAREDE,,-,-,14-11-2016,-,-,ATIVA
6797622992,14D/51,CASAL DAS RAPOSAS,39.875353,-8.947375,LIS/RIBEIRAS COSTEIRAS,19.0,,,39.875353,-8.947375,ARH-CENTRO,LEIRIA,MARINHA GRANDE,VIEIRA DE LEIRIA,RIBEIRO DA TABUA,-,-,25-02-2013,-,DQA_ECOL_OPER,ATIVA
9200203616,16D/04,CASAL DO CRUTO,39.60238,-8.97455,RIBEIRAS DO OESTE,19.0,,,39.60238,-8.97455,ARH-TEJO,LEIRIA,ALCOBAÇA,UNIÃO DAS FREGUESIAS DE COZ  ALPEDRIZ E MONTES,,-,-,11-04-2018,-,-,ATIVA
6794281390,13O/50,CASAL DO FREIXIAL,40.130229,-7.072268,TEJO,374.0,,,40.130229,-7.072268,ARH-TEJO,-,-,-,RIO BESAGUEDA,-,-,01-03-2011,-,DQA_ECOL_OPER,ATIVA
9343898290,17G/08,CASAL DO GRILO,39.483828,-8.466098,TEJO,40.0,,,39.483828,-8.466098,ARH-TEJO,SANTARÉM,ENTRONCAMENTO,NOSSA SENHORA DE FÁTIMA,,-,-,14-11-2016,-,-,ATIVA
9343898208,15H/05,CASAL DO MOINHO,39.810398,-8.252651,TEJO,145.0,,,39.810398,-8.252651,ARH-TEJO,CASTELO BRANCO,SERTÃ,UNIÃO DAS FREGUESIAS DE CERNACHE DO BONJARDIM  NESPERAL E PALHAIS,,-,-,16-05-2018,-,-,ATIVA
12901457764,16G/08,CASAL DO REI - CCHE,39.5108,-8.3351,TEJO,27.0,,,39.5108,-8.3351,EDP,-,-,-,,-,-,18-09-2018,-,-,ATIVA
9343898306,17H/06,CASALINHO,39.392159,-8.245469,TEJO,106.0,,,39.392159,-8.245469,ARH-TEJO,SANTARÉM,CONSTÂNCIA,SANTA MARGARIDA DA COUTADA,,-,-,07-06-2019,-,-,ATIVA
9343898300,17H/01,CASARÕES,39.480846,-8.268936,TEJO,32.0,,,39.480846,-8.268936,ARH-TEJO,SANTARÉM,ABRANTES,RIO DE MOINHOS,,-,-,14-11-2016,-,-,ATIVA
6794282324,18L/52,CASAS NOVAS,39.236598,-7.513334,TEJO,260.0,,,39.236598,-7.513334,ARH-TEJO,-,-,-,RIBEIRA DA RAIA OU DE SEDA,-,-,17-02-2011,-,DQA_ECOL_OPER,ATIVA
10851505554,09G/13,CASCATA CABREIRA,40.752605,-8.390793,VOUGA/RIBEIRAS COSTEIRAS,253.0,,,40.752605,-8.390793,ARH-CENTRO,-,-,-,,-,-,14-11-2022,-,-,ATIVA
9198880422,03I/01,CASCATA PORTELA DO HOMEM,41.803281,-8.128894,CÁVADO/RIBEIRAS COSTEIRAS,733.0,,,41.803281,-8.128894,ARH-NORTE,BRAGA,TERRAS DE BOURO,CAMPO DO GERÊS,,-,-,22-05-2019,-,-,ATIVA
2940598664,26H/50,CASETA - ERV6 - CCHA,37.93238,-8.20768,SADO,71.0,,,37.93238,-8.20768,ARH-ALENTEJO/EDIA/ALMINA,BEJA,ALJUSTREL,RIO DE MOINHOS,RIBEIRA DO ROXO OU DE SANTA VITÓRIA,-,-,02-04-2009,-,DQA_ECOL_OPER,ATIVA
60050,06M/01,CASTANHEIRO,41.21456,-7.42692,DOURO,89.0,,,41.21456,-7.42692,ARH-NORTE,BRAGANÇA,CARRAZEDA DE ANSIÃES,CASTANHEIRO,RIO TUA,3818.44,142.04,29-10-1990,26-01-2000,IMPACTO,DESATIVADA
9343898130,13N/02,CASTANHEIROS,40.062507,-7.303421,TEJO,333.0,,,40.062507,-7.303421,ARH-TEJO,CASTELO BRANCO,IDANHA-A-NOVA,ALDEIA DE SANTA MARGARIDA,,-,-,21-05-2019,-,-,ATIVA
9343898202,15G/04,CASTELEJO,39.71767,-8.46504,TEJO,89.0,,,39.71767,-8.46504,ARH-TEJO,SANTARÉM,OURÉM,UNIÃO DAS FREGUESIAS DE RIO DE COUROS E CASAL DOS BERNARDOS,,-,-,07-04-2016,-,-,ATIVA
9343898032,10H/02,CASTELO,40.560732,-8.250637,VOUGA/RIBEIRAS COSTEIRAS,429.0,,,40.560732,-8.250637,ARH-CENTRO,VISEU,TONDELA,UNIÃO DAS FREGUESIAS DE SÃO JOÃO DO MONTE E MOSTEIRINHO,,-,-,23-05-2019,-,-,ATIVA
60262,07H/05,CASTELO (ALB. CRESTUMA),41.064612,-8.264345,DOURO,18.0,,,41.064612,-8.264345,ARH-NORTE,PORTO,MARCO DE CANAVESES,VÁRZEA DO DOURO,RIO PAIVA,93241.47,52.42,15-12-1993,-,CAPTAÇÃO-75-440 / PISC-CIP-78-659,ATIVA
10693826102,10P/05,CASTELO BOM,40.63526,-6.8828,DOURO,723.0,,,40.63526,-6.8828,ARH-NORTE,-,-,-,,-,-,22-04-2025,-,-,ATIVA
9343898040,10P/03,CASTELO MENDO,40.58547,-6.95149,DOURO,632.0,,,40.58547,-6.95149,ARH-NORTE,GUARDA,ALMEIDA,UNIÃO DAS FREGUESIAS DE CASTELO MENDO  ADE  MONTEPEROBOLSO E MESQUITELA,,-,-,15-04-2019,-,-,ATIVA
9505767342,15I/02,CASTELO VELHO,39.793,-8.12474,TEJO,212.0,,,39.793,-8.12474,ARH-TEJO,-,-,-,,-,-,05-06-2017,-,-,ATIVA
9198880564,11I/02,CASTINCEIRA,40.456868,-8.165996,MONDEGO,145.0,,,40.456868,-8.165996,ARH-CENTRO,VISEU,TONDELA,UNIÃO DAS FREGUESIAS DE BARREIRO DE BESTEIROS E TOURIGO,,-,-,23-05-2019,-,-,ATIVA
220748212,28H/01,CASTRO COLA,37.57447,-8.29356,MIRA,136.0,,,37.57447,-8.29356,ARH-ALENTEJO,BEJA,OURIQUE,OURIQUE,RIO MIRA,222.96,96.12,13-11-2001,-,PISC-CIP-78-659,ATIVA
6786946884,08J/50,CASTRO D'AIRE,40.9044,-7.9068,DOURO,563.0,,,40.9044,-7.9068,ARH-NORTE,VISEU,CASTRO DAIRE,CASTRO DAIRE,,-,-,19-05-2010,-,DQA_ECOL_VIG,ATIVA
60311,08J/01,CASTRO D'AIRE (PRAIA FLUVIAL),40.88764,-7.90942,DOURO,465.0,,,40.88764,-7.90942,ARH-NORTE,VISEU,CASTRO DAIRE,MÕES,RIO PAIVA,284.79,116.94,13-01-1994,-,CAPTAÇÃO-75-440 / EXTRACÇÃO / DQA_QUIM_VIG,ATIVA
6786846756,04T/50,CASTRO DE ALCAÑICES,41.594178,-6.22078,DOURO,719.0,,,41.594178,-6.22078,ARH-NORTE,BRAGANÇA,MIRANDA DO DOURO,PARADELA,,-,-,31-05-2010,-,DQA_ECOL_OPER,ATIVA
8257000028,30L/50,CASTRO MARIM,37.224428,-7.515674,GUADIANA,28.0,,,37.224428,-7.515674,ARH-ALGARVE,FARO,CASTRO MARIM,CASTRO MARIM,RIBEIRA DO RIO SECO,-,-,23-05-2016,-,DQA_ECOL_VIG,ATIVA
9505767382,27I/01,CASTRO VERDE,37.681819,-8.083838,GUADIANA,180.0,,,37.681819,-8.083838,ARH-ALENTEJO,-,-,-,,-,-,13-12-2022,-,-,ATIVA
9343898524,22I/03,CASÃO,38.646,-8.124,TEJO,235.0,,,38.646,-8.124,ARH-TEJO,ÉVORA,MONTEMOR-O-NOVO,UNIÃO DAS FREGUESIAS DE NOSSA SENHORA DA VILA  NOSSA SENHORA DO BISPO E SILVEIRAS,,-,-,29-05-2018,-,-,ATIVA
9198880536,10K/06,CATIVELOS,40.543547,-7.695938,MONDEGO,254.0,,,40.543547,-7.695938,ARH-CENTRO,GUARDA,GOUVEIA,CATIVELOS,,-,-,18-04-2017,-,-,ATIVA
11654155696,02E/02,CAVADA,41.888924,-8.783717,MINHO,9.0,,,41.888924,-8.783717,AdN,VIANA DO CASTELO,CAMINHA,VILAR DE MOUROS,RIO COURA,233.11,10.29,11-10-1993,-,CAPTAÇÃO-75-440 / PISC-SALM-78-659 / LE(PISC-SALM; CAPTAÇÃO) / NITRATOS / DQA_QUIM_VIG / CADC,ATIVA
9343898112,13J/04,CAVALEIROS DE BAIXO,40.153419,-7.947073,MONDEGO,395.0,,,40.153419,-7.947073,ARH-CENTRO,COIMBRA,PAMPILHOSA DA SERRA,FAJÃO-VIDUAL,,-,-,20-04-2017,-,-,ATIVA
6808057810,20K/51,CEGARREGA,38.983578,-7.670495,TEJO,199.0,,,38.983578,-7.670495,ARH-TEJO,PORTALEGRE,SOUSEL,SOUSEL,RIBEIRA DE SOUSEL,-,-,10-12-2014,-,DQA_ECOL_VIG,ATIVA
3380550562,15N/51,CEGONHAS,39.73411,-7.183057,TEJO,189.0,,,39.73411,-7.183057,ARH-TEJO,CASTELO BRANCO,IDANHA-A-NOVA,ROSMANINHAL,RIBEIRA DO FREIXO,-,-,14-01-2010,-,DQA_ECOL_VIG,ATIVA
303919294,13H/06,CEIRA VALES,40.14946,-8.252426,MONDEGO,79.0,,,40.14946,-8.252426,ARH-CENTRO,COIMBRA,LOUSÃ,CASAL DE ERMIO,RIO CEIRA,356.56,75.15,17-01-2001,-,CAPTAÇÃO-75-440 / EXTRACÇÃO / DQA_QUIM_VIG,ATIVA
13117042458,01H/07,CELA,42.049184,-8.281976,MINHO,353.0,,,42.049184,-8.281976,ARH-NORTE,-,-,-,,-,-,02-06-2025,-,DQA,ATIVA
9198880548,10M/01,CELORICO-GARE,40.6634,-7.3863,MONDEGO,398.0,,,40.6634,-7.3863,ARH-CENTRO,GUARDA,CELORICO DA BEIRA,FORNO TELHEIRO,,-,-,03-05-2017,-,-,ATIVA
9343898256,16K/04,CENTRAL ELÉTRICA DE VELADA,39.59194,-7.709798,TEJO,105.0,,,39.59194,-7.709798,ARH-TEJO,PORTALEGRE,NISA,SÃO MATIAS,,-,-,07-05-2019,-,PISC-CIP-78-659,ATIVA
9343897814,06H/05,CEPEDA,41.20862,-8.32528,DOURO,138.0,,,41.20862,-8.32528,ARH-NORTE,PORTO,PAREDES,PAREDES,,-,-,23-05-2017,-,-,ATIVA
9343898214,15K/03,CERCA DO CASTELO,39.674,-7.797,TEJO,153.0,,,39.674,-7.797,ARH-TEJO,CASTELO BRANCO,PROENÇA-A-NOVA,UNIÃO DAS FREGUESIAS DE PROENÇA-A-NOVA E PERAL,,-,-,04-06-2018,-,-,ATIVA
60051,30E/01,CERCA POMARES,37.32684,-8.74968,RIBEIRAS DO ALGARVE,57.0,,,37.32684,-8.74968,ARH-ALGARVE,FARO,ALJEZUR,ALJEZUR,RIBEIRA DE ALJEZUR OU DA CERCA OU DE CHILRÃO,37.54,14.69,18-10-1994,07-10-1997,IMPACTO,DESATIVADA
6786808304,02M/50,CERDEIRA,41.85,-7.4535,DOURO,366.0,,,41.85,-7.4535,ARH-NORTE,VILA REAL,CHAVES,VILARELHO DA RAIA,RIBEIRA DE CAMBEDO,-,-,03-05-2010,-,DQA_ECOL_OPER,ATIVA
6844428382,13H/08,CERDEIRA/GEVIM - CAPT. 28,40.087601,-8.200392,MONDEGO,659.0,,,40.087601,-8.200392,ARH-CENTRO,COIMBRA,LOUSÃ,LOUSÃ,RIO AROUCE OU RIBEIRA DE SÃO JOÃO OU DA SARDEIRA,-,-,12-05-2014,-,CAPTAÇÃO,ATIVA
9343897858,06P/01,CEREJAIS,41.299601,-6.945705,DOURO,304.0,,,41.299601,-6.945705,ARH-NORTE,BRAGANÇA,ALFÂNDEGA DA FÉ,UNIÃO DAS FREGUESIAS DE EUCISIA  GOUVEIA E VALVERDE,,-,-,01-05-2019,-,-,ATIVA
9198880616,12I/08,CEREJAL,40.179127,-8.155993,MONDEGO,170.0,,,40.179127,-8.155993,ARH-CENTRO,COIMBRA,GÓIS,VILA NOVA DO CEIRA,,-,-,27-06-2018,-,-,ATIVA
6786946940,09N/51,CEREJO,40.7329,-7.226,DOURO,531.0,,,40.7329,-7.226,ARH-NORTE,GUARDA,PINHEL,CEREJO,RIBEIRA DE MASSUEIME,-,-,28-04-2010,-,DQA_ECOL_OPER,ATIVA
10169947660,09N/02,CEREJO-MASSUEIME,40.732945,-7.224652,DOURO,532.0,,,40.732945,-7.224652,ARH-NORTE,-,-,-,,-,-,06-05-2024,-,-,ATIVA
10169959134,09N/03,CEREJO-RIBEIRA,40.730543,-7.225347,DOURO,535.0,,,40.730543,-7.225347,ARH-NORTE,-,-,-,,-,-,06-05-2024,-,-,ATIVA
9198880458,04G/06,CERQUEIRAL,41.583526,-8.494983,CÁVADO/RIBEIRAS COSTEIRAS,21.0,,,41.583526,-8.494983,ARH-NORTE,BRAGA,VILA VERDE,CABANELAS,,-,-,31-05-2017,-,-,ATIVA
6786846764,04R/50,CERRADA,41.5751,-6.6726,DOURO,332.0,,,41.5751,-6.6726,ARH-NORTE,BRAGANÇA,MIRANDA DO DOURO,PARADELA,RIO SABOR,-,-,31-05-2010,-,DQA_ECOL_OPER,ATIVA
2940598666,25E/50,CERRADINHA,38.10069,-8.77808,RIBEIRAS DO ALENTEJO,4.0,,,38.10069,-8.77808,ARH-ALENTEJO,SETÚBAL,SANTIAGO DO CACÉM,SANTO ANDRÉ,RIBEIRA DA CASCALHEIRA OU BARRANCO DO LIVRAMENTO,-,-,31-03-2009,-,DQA_ECOL_VIG,ATIVA
6788286698,31L/50,CERRO ALMARGEM,37.163478,-7.619951,RIBEIRAS DO ALGARVE,8.0,,,37.163478,-7.619951,ARH-ALGARVE,-,-,-,RIBEIRA DE ALMARGEM,-,-,14-04-2009,-,DQA_ECOL_OPER,ATIVA
9505767352,28H/02,CERRO DA ANDREZA,37.570973,-8.238757,MIRA,164.0,,,37.570973,-8.238757,ARH-ALENTEJO,-,-,-,,-,-,16-11-2020,-,-,ATIVA
3001630650,30K/50,CERRO PORTO,37.26786,-7.8235,GUADIANA,247.0,,,37.26786,-7.8235,ARH-ALGARVE,FARO,TAVIRA,CACHOPO,RIBEIRA DE ODELEITE,-,-,20-04-2009,-,DQA_ECOL_VIG,ATIVA
2940598668,28G/50,CERRO VELHA,37.56151,-8.48424,MIRA,84.0,,,37.56151,-8.48424,ARH-ALENTEJO,BEJA,ODEMIRA,LUZIANES-GARE,BARRANCO DE EL-REI,-,-,14-04-2009,-,DQA_ECOL_VIG,ATIVA
3456570666,24H/51,CERRO VERMELHO,38.18296,-8.23762,SADO,26.0,,,38.18296,-8.23762,ARH-ALENTEJO,BEJA,FERREIRA DO ALENTEJO,ODIVELAS,RIBEIRA SOBRANA OU DE VILA NOVA SOBERANA,-,-,25-03-2009,-,DQA_ECOL_OPER,ATIVA
2664319592,17K/01,CHAMIÇO,39.35271,-7.69933,TEJO,272.0,,,39.35271,-7.69933,ARH-TEJO,PORTALEGRE,CRATO,MONTE DA PEDRA,RIBEIRA DO MONTE DA PEDRA,-,-,04-05-2009,05-04-2013,CAPTAÇÃO,DESATIVADA
9576525618,19I/04,CHAMUSQUINHO,39.039596,-8.114233,TEJO,86.0,,,39.039596,-8.114233,ARH-TEJO,-,-,-,,-,-,20-02-2025,-,-,ATIVA
9203856454,06I/01,CHAPA,41.315244,-8.0572,DOURO,110.0,,,41.315244,-8.0572,ARH-NORTE,PORTO,AMARANTE,UNIÃO DAS FREGUESIAS DE VILA GARCIA  ABOIM E CHAPA,,-,-,24-05-2017,-,-,ATIVA
6794319920,20L/50,CHAPARRAL,38.980198,-7.667576,TEJO,202.0,,,38.980198,-7.667576,ARH-TEJO,-,-,-,RIBEIRA DE SOUSEL,-,-,18-02-2011,-,DQA_ECOL_OPER,ATIVA
9525536982,16G/06,CHARNECA DO MAXIAL,39.55064,-8.387748,TEJO,38.0,,,39.55064,-8.387748,ARH-TEJO,SANTARÉM,TOMAR,SÃO PEDRO DE TOMAR,RIO NABÃO,-,-,20-06-2019,-,DQA,ATIVA
230259574,20B/02,CHELEIROS,38.888503,-9.329924,RIBEIRAS DO OESTE,48.0,,,38.888503,-9.329924,ARH-TEJO,LISBOA,MAFRA,CHELEIROS,RIO DO LIZANDRO,61.25,16.15,03-10-2001,04-12-2008,IMPACTO,DESATIVADA
9505767238,09O/06,CHINCHELA - CÔA,40.817815,-7.04199,DOURO,338.0,,,40.817815,-7.04199,ARH-NORTE,-,-,-,,-,-,08-04-2024,-,-,ATIVA
60351,16D/03,CHIQUEDA,39.537059,-8.946893,RIBEIRAS DO OESTE,55.0,,,39.537059,-8.946893,ARH-TEJO,LEIRIA,ALCOBAÇA,ALJUBARROTA (PRAZERES),RIO ALCOA,55.31,16.22,22-11-1995,-,CAPTAÇÃO-75-440 / EXTRACÇÃO / NITRATOS / DQA_QUIM_VIG,ATIVA
6794281964,18L/51,CHOCANAL,39.273359,-7.644406,TEJO,198.0,,,39.273359,-7.644406,ARH-TEJO,-,-,-,RIBEIRA DE CHOCANAL,-,-,15-02-2011,-,DQA_ECOL_OPER,ATIVA
9366420618,10M/04,CHÃO DO RIO,40.628869,-7.434441,MONDEGO,375.0,,,40.628869,-7.434441,ARH-CENTRO,-,-,-,,-,-,17-07-2018,-,-,ATIVA
60052,08O/02,CIDADELHE,40.903951,-7.103405,DOURO,278.0,,,40.903951,-7.103405,ARH-CENTRO,GUARDA,FIGUEIRA DE CASTELO RODRIGO,VALE DE AFONSINHO,RIO CÔA,1739.85,219.46,29-11-1990,11-12-2008,IMPACTO,DESATIVADA
